text,value
HP ادعا می‌کند که این پرینتر توانایی چاپ 18 صفحه در دقیقه را دارد که برای پرینتر لیزری تک رنگ در این رده خیلی خوب است هرچند که به پای سرعت 30 صفحه در دقیقه P2035 نمی رسد.,-1
"نه تنها از لحاظ تغييرات کلي فرق آنچنان نداشته،  بلکه با افزايش تفکيک پذيري به 18 مگاپيکسل،  باعث ايجاد نويز شديدي نيز خواهد شد،  و اين معقول نيست.",-1
بدياش اينه که فلشش خودکار نيست.,-1
"با وجود این،  رنگ‌های تولید شده توسط صفحه نمایش بسیار زنده و طبیعی هستند و زوایای دید آن نیز به خصوص در حالت افقی،  کاملاً رضایت‌بخش است.",+2
دوستان کي ميگه فقط سفيد هست رنگ تمام سياه هم وجود داره و فکر نکنم با صرف باشه چون قيمت دلار رو مي دونيد وگرنه بهترين هست اين به وضوح معلومه,+1
تا اينجاي کار به نظرم نسبت به قيمتش مي‌ارزه.,+1
لطفاً از جاي معتبر خريد کنيد چون در بازار متقلب خيلي زياده قيمت کم مي گن ولي وقت خريد مجبورتون مي کنن کلي پول اضافه بدين (مثلاً  مي گن بايد راه اندازي بشه والا گارانتي اش با اولين استفاده باطل مي شه که يه دروغ محضه واسه اينکه کلي پول راه اندازي ازتون بگيرن.,-1
به روز رسانی: کیفیت عکس‌های گرفته شده توسط Ixus 240 HS در سطح خوبی قرار دارد.,+1
خوب تقريبا اين لپ تاپ از همه لحاظ عاليه اما هيچ چيز بي عيب و نقصي وجود نداره و من مي خوام ناگفته هاشو بهتون بگم !,+1
نه 3 چراغ براي اون اول ها بود ..,0
رنگ هاي متنوع !,+1
کيفيت تصوير ال سي دي در حد بسيار عالي هست و حتي ميتونم بگم از Galaxy S III  هم بهتر جلوه ميکنه.,+2
اما اين مشکلش خيلي بده.,-2
"در نهایت،  با پشتیبانی این نسخه از Nexus 7 از سیم کارت،  امکان اتصال به اینترنت از طریق 3G نیز امکان پذیر خواهد بود.",+1
در کل باید گفت که N43SM نوت‌بوک بسیار خوب و خوش ساختی است.,+2
از تنها نقاط ضعف جزئی این دستگاه می‌توان به عدم وجود درایو نوری و پورت شبکه اشاره کرد.,-1
) مشکل گرفتن که آخر هم هارد رو بهم ندادن و گفتن زنگ مي‌زنن.,-1
من به تازگي اين هارد رو تهيه کردم واقعاً از نظر کوچک بودن و ظرافت حرف نداره از نظر سرعت و امنيت هم خيلي خوب هست و تا حالا همچين هاردي نخريده بودم که اينقدر منو راضي کنه اونقدر کوچيکه که اگه بزاري تو جيب معلوم نيست خيلي باحاله ممنون دي جي کالا,+2
روي هم رفته خوبه خوبه.,+1
اين دوربين در مقايسه با دوربين هاي مثل خودش خيلي با کيفيت تر و مناسبتر است.,+2
و اين نيست که شعارگونه اي براي گرفتن وقت شما و خود ايراد کرده باشم!,0
سلام من اين گوشي رو دارم اما هر جا ميبرمش فارسي نميشه نميدونم مشکل چيه اما دوربينش حرف نداره ,+1
از لحاظ ارگونومي و شکل ظاهري بسيار شکيل و زيباست .,+2
"• کارت شبکه بي سيم ـ وجود کارت شبکه بي‌سيم با قابليت پشتيباني از انواع فرمت‌هاي انتقال داده در شبکه،  امکان ارتباط کنسول XBOX 360 را با انواع شبکه‌هاي بي‌سيم مهيا مي ‌کند.",+1
"در کل همانطور که گفتیم،  M50 دوربین فیلم برداری بسیار خوب دیگری از کانن است که کاملا کوچک و سبک ساخته شده و در ضمن از امکانات و فن آوری‌های پیشرفته و خوبی بهره می‌برد.",+2
"ممکن است برخی گیمرها، PS3 Sony  را برترین کنسول بازی بدانند و برخی دیگر Nintendo Wii یا Xbox 360 را.",0
همچنین این دوربین توانایی عکاسی پیاپی با سرعت 8 فریم بر ثانیه در رزولوشن کامل را نیز دارد.,+1
قابلیت دوم اضافه شده نیز مربوط به برنامه مسیجینگ است.,0
قطر 10 میلی متری آن در برابر 7.6 میلی متر آیفون 5 یا 8.6 میلی متر گلکسی اس 3 مقداری آنرا قطور نموده است.,-1
همچنین اگر یک عکس Raw+JPEG بگیرید ذخیره ی آن بر روی کارت حافظه حدود 8 ثانیه به طول می انجامد که زیاد است.,-1
"واقعا از گوشي بالاتر است سيستم عامل فوق العاده کيفيت بسيار عالي و ظاهر زيبا اما واقعا قيمتش مناسب 
نيست با اين قيمت به راحتي مي شه يه گوشي يا حتي يه تبلت 7 اينچي اندرويدي خريد.",+1
اما با همه ي بي صداييش وقتي دست روش ميذارم تق تق ميکنه که اينم مربوط به هد ميشه و فکر نکنم مشکل بزرگي باشه.,+1
سرعت عکس برداری و فیلم برداری هم فوق‌العاده است.,+2
بايد بگم خريد کردن از ديجي کالا تجربه فوق العاده جديد و خوبيه که به همه توصيه ميکنم .,+2
سولا از اين بهتره صد در صد من دو برابر پول سولا رو دادم ولي ارزش نداشت.,0
به هر صورت دیدن یک نمایشگری لمسی بر روی دوربینی در این رده‌ی قیمت بسیار عالیست.,+2
GPU ( گرافيک ) قدرتمند 12 هسته ULP GeForce10.,+1
"این دستگاه دارای 32 گیگابایت حافظه داخلی است که متأسفانه با عدم پشتیبانی آن از کارت حافظه جانبی،  باید به همین مقدار قناعت نمود.",-1
کیفیت بلندگوها بسیار شفاف است و حتی صدای بیس تولید شده نیز کاملا رضایت بخش است و به راحتی می‌توانند جوابگوی نیاز اکثر کاربران باشد.,+2
بدین ترتیب خود به خود قابلیت سوئیچ  کردن پویا برای فیلم‌هایی با فرمت DivX نیز منتفی می‌گردد.,-1
در غير اينصورت توليد مدل جديد عملا کار بيهوده‌اي بوده است.,-1
ولي با اينقدر هزينه ميشه گوشي خريد.,0
راه حل  ديگه اي هم براي کساني که مصرف بالايي دارن موجوده : ميتوني يه کيت شارژ HTC با ظرفيت 5000 ميلي آمپر تهيه کني و زماني که دسترسي به AC نداري ازش استفاده کني.,+1
"من اين نوت بوک رو خريدم از ديجي کالا 
واقعا نوت بوک عالي اي هست از هر نظر که فکرشو بکنيد!",+2
امکانات عالي + صفحه براويا4.,+2
باريک .,+1
اگر در روز باشد عکسها تا حدي واضح است ولي در شب اصلا خوب نيست.,-1
رنگ‌های تولید شده بسیار زنده و طبیعی بوده و نویز تصاویر نیز کم است.,+2
نداشتن دوربين دوم,-1
از لحاظ باتري واقعا عاليه.,+2
با وزن تنها 270 گرم نیز یکی از سبک وزن ترین‌ها می‌باشد.,+2
"کلیدها بسیار بزرگ بوده و با وجود اینکه کیبورد از نوع جزیره ای نیست،  تایپ کردن با آن بسیار لذت بخش است.",+2
* کیفیت عملکرد واقعی ممکن است بسته به مشخصات فنی مدل‌ها و محدودیت‌های سخت‌افزاری متفاوت باشد.,0
